,title,type
3872,FileNotFoundException raised by subprocess.call,5
3873,addTypeEqualityFunc is not used in assertListEqual,6
3875,Incomplete build on AIX,2
3876,Interpreter seems to leak references after finalization,3
3877,doctest 'fancy diff' formats incorrectly strip trailing whitespace,5
3879,"Add ""full cleanup"" checkbox to uninstaller",6
3881,Improve reporting of broken stdout pipe during interpreter shutdown,5
3883,Return results from doctest.run_docstring_examples(),6
3884,Patch to fix building on Win32/64 under VS 2010,5
3885,poplib maxline behaviour may be wrong,5
3887,Add mUTF-7 codec (UTF-7 modified for IMAP),6
3888,Load average in test suite too high,3
3889,PEP 484 implementation,6
3890,"pydoc should display the expression for a builtin argument default, not its result",6
3891,Segfault when using store-context AST node in a load context,1
3892,"csv.Sniffer guesses ""M"" instead of \t or , as the delimiter",5
3893,ttk::themes missing from ttk.py,6
3894,"IDLE: revise window size, placement startup options",6
3895,don't allow selecting IDLE debugger menu item when running,5
3896,no way to run program in debugger from edit window,6
3897,Idle: Disable menu items when not applicable,5
3898,imaplib should support international mailbox names,6
3899,IDLE should detect changes to open files by other processes,6
3900,disable format menu items when not applicable,5
3901,IDLE can lose menubar on OS X,5
3902,Update pickle to take advantage of PEP 451,6
3903,tkinter: add _get_master() and use it consistently,6
3904,ttk.Style.element_create using incorrect tk.call syntax,5
3905,Add getprotobynumber to socket module,6
3906,Windows installer can't recover partially installed state,5
3907,distutils relative path errors,5
3908,compileall can cause Python installation to fail,2
3909,exec docs should note that the no argument form in a local scope is really the two argument form,5
3910,zipimport.c needs to support namespace packages when no 'directory' entry exists,5
3911,"PEP 3121, 384 Refactoring applied to zipimport module",3
3912,zipimporter find_module fullname mis-documented,5
3913,Find out what stdlib modules lack a pure Python implementation,6
3914,Update zipimport to support importlib.invalidate_caches(),5
3915,zipimport to import from non-ascii pathname on Windows,5
3916,Make zipimport work with zipfile containing comments,6
3917,zipimporter masks import errors,6
3918,Update zipimport for PEP 451,5
3919,zipimport should not check pyc timestamps against zipped py files,6
3920,PyZipFile mixes compiled files from different python versions.,5
3921,Python client failing to connect to server but completing as if successful,5
3922,make patchcheck doesn't detect changes if commit is done first,6
3924,"urllib.parse wrongly strips empty #fragment, ?query, //netloc",6
3926,Derby #5: Convert 50 sites to Argument Clinic across 3 files,6
3927,Export more libreadline API functions,6
3928,Export readline forced_update_display,6
3929,maximum recursion installing readline package,5
3930,Element.findall documentation misleading,6
3931,[AIX] Patch to correct the AIX C/C++ linker argument used for 'runtime_library_dirs',5
3932,precise time.time() under Windows 8: use GetSystemTimePreciseAsFileTime,6
3933,Py_Finalize not cleaning up all threads,1
3934,can concurrent.futures len(Executor) return the number of tasks?,6
3935,Installing Py on Windows: Need to restart or logout for path to be added,6
3936,"include the ""object"" type in the lists of documented types",6
3937,IDLE: exec IDLESTARTUP/PYTHONSTARTUP on restart,5
3938,Mock.assert* API is in user namespace,6
3939,msvc9compiler.py: add .asm extension,6
3940,Make _PyTraceback_Add public,6
3941,The order of interactive prompt and traceback on Windows,5
3942,resetwarnings doesn't reset warnings registry,5
3943,urllib URLopener().open  https url returns 501 Not Implemented when https_proxy env var is http://,5
3944,spwd returning different value depending on privileges,5
3946,"Unix build uses '-Wno-unused-result', which icc doesn't recognize",5
3948,Provide a rejected execution model and implementations for futures.,6
3949,Dead Code of Handler check in function faulthandler_fatal_error(),6
3950,"dict() built-in fails on iterators with a ""keys"" attribute",5
3951,cross type comparisons clarification,5
3952,get_externals.bat script fails,5
3953,"Add Base32 support for RFC4648 ""Extended Hex"" alphabet (patch attached)",6
3954,Don't use None as sentinel for traceback,5
3955,zipfile is intolerant of extra bytes,5
3956,out of memory in distutils.upload with large files,1
3957,Support LMMS project files in mimetypes.guess_type,6
3958,urllib2 unrelease KQUEUE on Mac OSX 10.9+,1
3960,Provide a direct function for types.SimpleNamespace(),6
3961,"Add the ""htmlcharrefreplace"" error handler",6
3962,Turn SIG_DFL and SIG_IGN into functions,6
3963,Find a way to detect incorrectly skipped tests,6
3965,add inspect functions to retrieve attributes from both old dir() and overridden dir(),6
3966,Simplify per-instance control of help() output,6
3967,** operator does not overflow to inf,5
3968,type() constructor should bind __int__ to __index__ when __index__ is defined and __int__ is not,6
3969,improve  'python -h' documentation for '-c',6
3970,some class attributes missing from dir(Class),5
3972,Only READ support for Decimal in json,5
3974,language reference should specify restrictions on class namespace,6
3975,Windows (Vista/7) install error when choosing to compile .py files,5
3976,Deprecate the frame hack for implicitly getting module details,6
3977,PyNumber_Index() is not int-subclass friendly (or operator.index() docos lie),5
3978,"file iterator ""deemed broken""; can resume after StopIteration",5
3979,Add MixedTypeKey to reprlib,6
3980,Add constants for ioctl request codes,6
3981,Turn signal.SIG* constants into enums,5
3982,Loading 2 GiLOC file which raises exception causes wrong traceback,5
3985,zipfile can't extract file,5
3986,Missing nested scope vars in class scope (bis),6
3987,Add `Executor.filter` to concurrent.futures,6
3988,forbid redefinition of specializations in singledispatch,6
3991,os.chdir breaks result of os.path.abspath(__file__) and os.path.realpath(__file__),5
3992,distutils/_msvccompiler does not remove /DLL during link(CCompiler.EXECUTABLE),2
3993,signal handler never gets called,5
3994,Buffered I/O does not take file position into account when reading blocks,5
3995,Encoding declaration: doc supported encodings,6
3997,C-API Pure Embedding enhancement,6
3998,VS 2015 pyconfig.h #define timezone _timezone conflicts with timeb.h,5
3999,"Mention ""__main__.py"" explicitly in command line docs",6
4000,Stream encoder for zlib_codec doesn't use the incremental encoder,5
4001,unittest.__init__:main shadows unittest.main,5
4003,msvcrt error when embedded,5
4004,fnmatch.py can appear in tracemalloc diffs,5
4006,Invalid read in PyCode_New,1
4008,"codecs.open interprets FS, RS, GS as line ends",5
4010,ArgumentParser behavior does not match generated help,5
4012,"offer option to suppress ""clean --all"" output relating to nonexistent dirs",6
4013,Providing a custom HTTPResponse class to HTTPConnection,6
4014,"use distutils terminology in ""PyPI package display"" section",6
4015,Document asyncio behavior (logging and call to connection_lost) on socket TimeoutError,5
4016,sequence index bug in random.choice,5
4017,New matmul operator crashes modules compiled with CPython3.4,6
4018,the f_lineno getter is broken,5
4020,json.dumps should accept key function for ``sort_keys``,6
4021,GC should happen when a subinterpreter is destroyed,5
4022,Expose C level compiler flag constants to Python code,6
4023,Multiple interpreters and readline module hook functions.,5
4024,Race condition and crash when embedding multi-thread script,1
4025,Increased Test Coverage for Lib/random.py,6
4026,asyncio.sock_recv() blocks normal ioloop actions.,5
4027,ast.NodeTransformer doc bug,5
4029,The MimeTypes class cannot ignore global files per instance,5
4031,Test pkgutil.walk_packages in test_pkgutil instead of test_runpy,6
4032,Refactor the test_runpy walk_package support code into a common location,6
4034,test_codecs leaks references,5
4036,multiprocessing should log a warning when forking multithreaded process,6
4037,Should ptags and eptags be removed from repo?,6
4038,time.strftime %z format specifier is the same as %Z,5
4041,2to3 should remove from future_builtins import *,5
4043,Add skip_host and skip_accept_encoding to HTTPConnection.request(),6
4045,configure does not find (n)curses in /usr/local/libs,2
4046,Python Installer text piles up during installation process,6
4047,zipfile ignores deflate level settings in zipinfo object,6
4048,test_smtplib: intermittent failures on FreeBSD,5
4049,Can't specify encoding with fileinput and inplace=True,6
4051,HTTPResponse may drop buffer holding next response,5
4052,"Clarify difference between os.system/subprocess.call in section ""Replacing os.system()""",6
4053,nntplib shouldn't raise generic EOFError,6
4055,"itertools.tee causes segfault in a multithreading environment, while the equivalent implementation doesn't",1
4056,Deprecate PIPE with subprocess.check_call() and call(),6
4057,urllib2 failing with squid proxy and digest authentication,5
4058,subprocess and deadlock avoidance,6
4059,subprocess.check_output() docs misrepresent what shell=True does,5
4060,urlencode() of dictionary not as expected,5
4061,In argparse subparser's option goes to parent parser,5
4062,"csv.skipinitialspace only skips spaces, not ""whitespace"" in general",5
4063,extend_path explanation in documentation is ambiguous,6
4065,Interaction of ModuleSpec and C Extension Modules,5
4066,"Documentation doesn't explain the term ""coroutine"" (PEP 342)",6
4067,Add metrics to future objects (concurrent or asyncio?),6
4068,Add a pipe type (FIFO) to the io module,6
4070,Missing fixer for changed round() behavior,5
4071,Add AF_IUCV support to sockets,6
4072,ZipFile.read() cannot decrypt multiple members from Windows 7zFM,5
4073,subprocess: more general (non-buffering) communication,6
4074,pip error on windows whose current user name contains non-ascii characters,1
4075,"Inconsistent behavior between set and dict_keys/dict_items: for non-iterable object x, set().__or__(x) raises NotImplementedError, but {}.keys().__or__(x) raises TypeError",5
4076,lzma module very slow with line-oriented reading.,7
4077,"""make install"" will not install pip if already present in user site-packages",5
4079,Interpreter triggers  segmentation fault  at the starting,1
4081,SIGINT always reset to SIG_DFL by Py_Finalize(),5
4082,"Python 3.4.3 64 bits is not ""high dpi aware""",5
4084,Test asynchat makes wrong assumptions,5
4085,difflib.SequenceMatcher faster quick_ratio with lower bound specification,6
4087,Test urllib2_localnet fails depending on host proxy configuration,5
4088,Provide convenience function for paths relative to the current module,6
4089,platform.linux_distribution() returns empty value on Archlinux and python 2.7,5
4090,webbrowser.py update to use argparse.py,6
4091,Reference leak with custom tp_dealloc in PyType_FromSpec,3
4092,In argparse adding wrong arguments makes malformed namespace,5
